designation,prix,image,category,pourcentage
TOTAL Huile moteur QUARTZ INEO MC3 5W30 - 5L+ Liquide Ref 4L Grat,138.20,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/47/7634/1.jpg?1988,automobile-outils,
Bidon lave glace - Visiotec - 2L,6.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/13/7773/1.jpg?3385,automobile-outils,
Abro Nettoyant pour injecteur Essence ABRO 354 mL,13.80,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/26/4923/1.jpg?8625,automobile-outils,
Castrol Hultra clean 10w40 5L,79.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/28/1963/1.jpg?0552,automobile-outils,
YACCO Antifuite Radiateur - Yaccoline,19.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/49/2533/1.jpg?8399,automobile-outils,
Motul Lubrifiant chaîne moto,35.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/35/7273/1.jpg?7377,automobile-outils,
TOTAL Huile moteur QUARTZ 4x4 - 15W50 - 5L,98.20,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/98/2834/1.jpg?4247,automobile-outils,
TOTAL Liquide De Refroidissement - Pays chauds 4 Litres - Jaune,18.50,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/40/2434/1.jpg?4306,automobile-outils,
Shell Huile Moteur Helix HX8 5W30 - 5L,112.50,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/6943/1.jpg?1682,automobile-outils,
TOTAL Huile moteur QUARTZ 9000 5W40 - 4L,94.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/32/2233/1.jpg?0987,automobile-outils,
Maxifluid ATF DX-VI WS-OLIPES - 1L,57.50,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/54/3624/1.jpg?2765,automobile-outils,
TOTAL Liquide De Refroidissement - Pays chauds 4 Litres - Bleu,18.50,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/30/2434/1.jpg?4306,automobile-outils,
Additif d'huile Wynn's Super Charge 325ml,19.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/85/4923/1.jpg?8625,automobile-outils,
Super Clean Gel Magique visqueux De Nettoyage Poussière Intérieur,9.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/58/0163/1.jpg?5944,automobile-outils,
Lampa Éponge Spéciale de Lavage microfibre Clown,26.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/31/5561/1.jpg?1264,automobile-outils,
Dr. Marcus Nettoyant  Vitres Titatium - 750ml,11.80,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/68/4233/1.jpg?8465,automobile-outils,
Bosch Nettoyeur haute pression - 1500W - 120 bars - EasyAquatak - Garantie 1 an,340.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/1063/1.jpg?3994,automobile-outils,
Fraber Lustratouch 3en1 - Cire/Polish/Protecteur  - Fraber - 750 ML,30.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/78/0162/1.jpg?0148,automobile-outils,
Lampa Pro-Clean set de 5 brosses multifonctions,58.50,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/90/3033/1.jpg?7205,automobile-outils,
Fraber Nettoyant Cuir - 750 ML,19.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/34/8322/1.jpg?2983,automobile-outils,
Lampa Brosse de Nettoyage pour Tableau De Bord,15.30,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/3861/1.jpg?4906,automobile-outils,
Fraber Shampoing Auto Séchant Concentré avec Cire -1L,19.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/44/8322/1.jpg?2983,automobile-outils,
Wynn's Système de Refroidissement Arrêt de fuite,20.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/27/8693/1.jpg?3806,automobile-outils,
Selsil Nettoyant climatiseur - 150ML,15.50,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/53/6183/1.jpg?5566,automobile-outils,
Lampa Éponge Spécial Pour Lavage Auto Spugna,8.50,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/5561/1.jpg?8476,automobile-outils,
Lot de 6 Gants microfibre Auto - Rose,29.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/49/6082/1.jpg?3068,automobile-outils,
"Caldini Nettoyant Freins, Disque de frein & Embrayages - 500ml - Spray",15.80,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/24/9012/1.jpg?7724,automobile-outils,
Gant Microfibre Auto - Rose,8.50,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/29/6082/1.jpg?3068,automobile-outils,
Pare Soleil Avant de Voiture - Oasis,14.50,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/49/3302/1.jpg?1871,automobile-outils,
Rideau de Protection UV Latéral - Taille L,39.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/45/81/1.jpg?9746,automobile-outils,
Pare Soleil Avant de Voiture - Flamant rose,11.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/25/2862/1.jpg?7665,automobile-outils,
Pare Soleil avant de Voiture - Tropical,14.50,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/70/4351/1.jpg?9948,automobile-outils,
Rideau de Protection UV Latéral - Taille S,39.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/01/91/1.jpg?6131,automobile-outils,
Pare-Soleil Voiture Double faces - Bateau à voile,14.50,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/96/9182/1.jpg?0165,automobile-outils,
Pare Soleil avant de Voiture - Gold,14.50,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/21/9051/1.jpg?0568,automobile-outils,
Rideaux - Pour fenêtre de voiture - Sur mesure - Pour Passat 2008,50.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/69/8601/1.jpg?4823,automobile-outils,
Pare Soleil Voiture Standard - Vert,14.50,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/54/6151/1.jpg?9368,automobile-outils,
Pare Soleil Voiture Standard - Vert,14.50,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/44/6151/1.jpg?4825,automobile-outils,
Pare-Soleil Voiture Double faces - Bateau à voile,14.50,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/7182/1.jpg?0537,automobile-outils,
Sony Auto radio Sony - Lecteur de cassettes - XR-CA360 - Garantie 1 an,79.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/28/1632/1.jpg?3804,automobile-outils,
XBT Poste Radio Voiture MP3 4204 -Noir-,39.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/64/3054/1.jpg?1926,automobile-outils,
Pioneer Ovale - 2 Baffles Haut-parleurs 1000W Voiture - TS-A6996R,140.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/73/6023/1.jpg?4858,automobile-outils,
STAR ONE Poste Radio Voiture - MP3 - MP3 - Noir - Garantie 1an,79.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/78/0771/1.jpg?1926,automobile-outils,
Transmetteur FM - Bluetooth multifonction -  Avec micro intégré - Car C8,23.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/66/9132/1.jpg?0984,automobile-outils,
Adaptateur Bluetooth USB Pour Autoradios,35.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/93/6824/1.jpg?0984,automobile-outils,
Baffles Haut Parleurs 22W - TSA6995S,129.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/35/0643/1.jpg?0925,automobile-outils,
Kit Bluetooth - Main libre,30.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/65/0743/1.jpg?0244,automobile-outils,
Sony Moniteur Autoradio -  TFT -  6.2'' -  16:9' - XVM-B62 - Garantie 1 an,319.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/95/5823/1.jpg?2447,automobile-outils,
Mp3 Bluetooth Transmetteur FM Bluetooth- Kit mains libres - chargeur - 12-24V,30.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/66/6923/1.jpg?2406,automobile-outils,
Ldino Chargeur de voiture avec casque Bluetooth 2.4A sortie un Ports USB,65.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/26/4792/1.jpg?6688,automobile-outils,
Sony Hauts parleurs bateaux - 16 cm - Double cônes - IP5 - PN 65W,259.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/8962/1.jpg?5629,automobile-outils,
Sony Hauts parleurs bateaux - 16 cm - Double cônes - IP5 - PN 160W - Garantie 1 an,339.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/27/8724/1.jpg?6984,automobile-outils,
MP3 Car Player- Transmetteur RadioFM -Lecteur Usb-Lecteur SD,10.99,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/87/8583/1.jpg?5174,automobile-outils,
Android Autoradio Android pour KIA sportage 2016 2019,"1,100.00",https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/0893/1.jpg?3025,automobile-outils,
TOTAL Liquide De Refroidissement - Pays chauds 4 Litres - Rouge,18.50,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/50/2434/1.jpg?4306,automobile-outils,
Shell Huile Moteur  HX7 :10W40 : 5L,75.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/18/1963/1.jpg?0552,automobile-outils,
TOTAL Huile moteur QUARTZ INEO MC3 5W30 - 5L+ Liquide Ref 4L Grat,138.20,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/47/7634/1.jpg?1988,automobile-outils,
Bidon lave glace - Visiotec - 2L,6.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/13/7773/1.jpg?3385,automobile-outils,
Abro Nettoyant pour injecteur Essence ABRO 354 mL,13.80,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/26/4923/1.jpg?8625,automobile-outils,
Castrol Hultra clean 10w40 5L,79.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/28/1963/1.jpg?0552,automobile-outils,
YACCO Antifuite Radiateur - Yaccoline,19.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/49/2533/1.jpg?8399,automobile-outils,
Motul Lubrifiant chaîne moto,35.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/35/7273/1.jpg?7377,automobile-outils,
TOTAL Huile moteur QUARTZ 4x4 - 15W50 - 5L,98.20,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/98/2834/1.jpg?4247,automobile-outils,
TOTAL Liquide De Refroidissement - Pays chauds 4 Litres - Jaune,18.50,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/40/2434/1.jpg?4306,automobile-outils,
Shell Huile Moteur Helix HX8 5W30 - 5L,112.50,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/6943/1.jpg?1682,automobile-outils,
TOTAL Huile moteur QUARTZ 9000 5W40 - 4L,94.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/32/2233/1.jpg?0987,automobile-outils,
Maxifluid ATF DX-VI WS-OLIPES - 1L,57.50,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/54/3624/1.jpg?2765,automobile-outils,
TOTAL Liquide De Refroidissement - Pays chauds 4 Litres - Bleu,18.50,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/30/2434/1.jpg?4306,automobile-outils,
Additif d'huile Wynn's Super Charge 325ml,19.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/85/4923/1.jpg?8625,automobile-outils,
Super Clean Gel Magique visqueux De Nettoyage Poussière Intérieur,9.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/58/0163/1.jpg?5944,automobile-outils,
Lampa Éponge Spéciale de Lavage microfibre Clown,26.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/31/5561/1.jpg?1264,automobile-outils,
Dr. Marcus Nettoyant  Vitres Titatium - 750ml,11.80,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/68/4233/1.jpg?8465,automobile-outils,
Bosch Nettoyeur haute pression - 1500W - 120 bars - EasyAquatak - Garantie 1 an,340.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/1063/1.jpg?3994,automobile-outils,
Fraber Lustratouch 3en1 - Cire/Polish/Protecteur  - Fraber - 750 ML,30.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/78/0162/1.jpg?0148,automobile-outils,
Lampa Pro-Clean set de 5 brosses multifonctions,58.50,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/90/3033/1.jpg?7205,automobile-outils,
Fraber Nettoyant Cuir - 750 ML,19.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/34/8322/1.jpg?2983,automobile-outils,
Lampa Brosse de Nettoyage pour Tableau De Bord,15.30,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/3861/1.jpg?4906,automobile-outils,
Fraber Shampoing Auto Séchant Concentré avec Cire -1L,19.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/44/8322/1.jpg?2983,automobile-outils,
Wynn's Système de Refroidissement Arrêt de fuite,20.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/27/8693/1.jpg?3806,automobile-outils,
Selsil Nettoyant climatiseur - 150ML,15.50,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/53/6183/1.jpg?5566,automobile-outils,
Lampa Éponge Spécial Pour Lavage Auto Spugna,8.50,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/5561/1.jpg?8476,automobile-outils,
Lot de 6 Gants microfibre Auto - Rose,29.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/49/6082/1.jpg?3068,automobile-outils,
"Caldini Nettoyant Freins, Disque de frein & Embrayages - 500ml - Spray",15.80,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/24/9012/1.jpg?7724,automobile-outils,
Gant Microfibre Auto - Rose,8.50,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/29/6082/1.jpg?3068,automobile-outils,
Pare Soleil Avant de Voiture - Oasis,14.50,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/49/3302/1.jpg?1871,automobile-outils,
Rideau de Protection UV Latéral - Taille L,39.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/45/81/1.jpg?9746,automobile-outils,
Pare Soleil Avant de Voiture - Flamant rose,11.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/25/2862/1.jpg?7665,automobile-outils,
Pare Soleil avant de Voiture - Tropical,14.50,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/70/4351/1.jpg?9948,automobile-outils,
Rideau de Protection UV Latéral - Taille S,39.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/01/91/1.jpg?6131,automobile-outils,
Pare-Soleil Voiture Double faces - Bateau à voile,14.50,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/96/9182/1.jpg?0165,automobile-outils,
Pare Soleil avant de Voiture - Gold,14.50,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/21/9051/1.jpg?0568,automobile-outils,
Rideaux - Pour fenêtre de voiture - Sur mesure - Pour Passat 2008,50.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/69/8601/1.jpg?4823,automobile-outils,
Pare Soleil Voiture Standard - Vert,14.50,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/54/6151/1.jpg?9368,automobile-outils,
Pare Soleil Voiture Standard - Vert,14.50,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/44/6151/1.jpg?4825,automobile-outils,
Pare-Soleil Voiture Double faces - Bateau à voile,14.50,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/7182/1.jpg?0537,automobile-outils,
Sony Auto radio Sony - Lecteur de cassettes - XR-CA360 - Garantie 1 an,79.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/28/1632/1.jpg?3804,automobile-outils,
XBT Poste Radio Voiture MP3 4204 -Noir-,39.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/64/3054/1.jpg?1926,automobile-outils,
Pioneer Ovale - 2 Baffles Haut-parleurs 1000W Voiture - TS-A6996R,140.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/73/6023/1.jpg?4858,automobile-outils,
STAR ONE Poste Radio Voiture - MP3 - MP3 - Noir - Garantie 1an,79.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/78/0771/1.jpg?1926,automobile-outils,
Transmetteur FM - Bluetooth multifonction -  Avec micro intégré - Car C8,23.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/66/9132/1.jpg?0984,automobile-outils,
Adaptateur Bluetooth USB Pour Autoradios,35.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/93/6824/1.jpg?0984,automobile-outils,
Baffles Haut Parleurs 22W - TSA6995S,129.90,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/35/0643/1.jpg?0925,automobile-outils,
Kit Bluetooth - Main libre,30.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/65/0743/1.jpg?0244,automobile-outils,
Sony Moniteur Autoradio -  TFT -  6.2'' -  16:9' - XVM-B62 - Garantie 1 an,319.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/95/5823/1.jpg?2447,automobile-outils,
Mp3 Bluetooth Transmetteur FM Bluetooth- Kit mains libres - chargeur - 12-24V,30.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/66/6923/1.jpg?2406,automobile-outils,
Ldino Chargeur de voiture avec casque Bluetooth 2.4A sortie un Ports USB,65.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/26/4792/1.jpg?6688,automobile-outils,
Sony Hauts parleurs bateaux - 16 cm - Double cônes - IP5 - PN 65W,259.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/8962/1.jpg?5629,automobile-outils,
Sony Hauts parleurs bateaux - 16 cm - Double cônes - IP5 - PN 160W - Garantie 1 an,339.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/27/8724/1.jpg?6984,automobile-outils,
MP3 Car Player- Transmetteur RadioFM -Lecteur Usb-Lecteur SD,10.99,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/87/8583/1.jpg?5174,automobile-outils,
Android Autoradio Android pour KIA sportage 2016 2019,"1,100.00",https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/0893/1.jpg?3025,automobile-outils,
TOTAL Liquide De Refroidissement - Pays chauds 4 Litres - Rouge,18.50,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/50/2434/1.jpg?4306,automobile-outils,
Shell Huile Moteur  HX7 :10W40 : 5L,75.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/18/1963/1.jpg?0552,automobile-outils,
TOTAL Huile moteur QUARTZ INEO MC3 5W30 - 5L+ Liquide Ref 4L Grat,138.20,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/47/7634/1.jpg?1988,automobile-outils,
Bidon lave glace - Visiotec - 2L,6.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/13/7773/1.jpg?3385,automobile-outils,
Abro Nettoyant pour injecteur Essence ABRO 354 mL,13.80,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/26/4923/1.jpg?8625,automobile-outils,
Castrol Hultra clean 10w40 5L,79.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/28/1963/1.jpg?0552,automobile-outils,
YACCO Antifuite Radiateur - Yaccoline,19.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/49/2533/1.jpg?8399,automobile-outils,
Motul Lubrifiant chaîne moto,35.00,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/35/7273/1.jpg?7377,automobile-outils,
TOTAL Huile moteur QUARTZ 4x4 - 15W50 - 5L,98.20,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/98/2834/1.jpg?4247,automobile-outils,
TOTAL Liquide De Refroidissement - Pays chauds 4 Litres - Jaune,18.50,https://tn.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/40/2434/1.jpg?4306,automobile-outils,
